	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Serinc2	85.94126325	2.283644905	0.243331444	9.384914942	6.30E-21	6.80E-19
Pxdn	283.9046434	2.280003079	0.289132362	7.885672383	3.13E-15	2.36E-13
Zfp882	9.881932155	2.278588133	0.833180094	2.734808657	0.006241655	0.046814131
Gm10717	138.044132	2.267924181	0.833584279	2.720689724	0.006514588	0.048275402
Mgll	9.342155586	2.265454769	0.791043599	2.863881045	0.004184851	0.034495873
Gm10718	79.98686136	2.211484713	0.701639073	3.151883636	0.001622209	0.016400594
Dnah11	17.10416459	2.201182169	0.624429777	3.525107628	0.000423311	0.005513582
Enpp4	113.6513614	2.19806169	0.219249215	10.02540276	1.18E-23	1.57E-21
C1qtnf6	11.35987557	2.195674017	0.697349552	3.148598879	0.001640552	0.01657372
Ptprb	13.57377555	2.190066302	0.73286986	2.988342707	0.002804948	0.02547875
Zfp984	97.42489637	2.145203189	0.223849879	9.583222479	9.41E-22	1.12E-19
Rarb	32.49692029	2.143995561	0.385988403	5.554559524	2.78E-08	9.83E-07
Gm10800	10122.90448	2.11901586	0.601232435	3.524453665	0.000424357	0.00552192
Lamb2	28.10694831	2.115964057	0.425466765	4.973276952	6.58E-07	1.83E-05
Slc9a3r2	14.27730734	2.115720993	0.623184041	3.395017932	0.000686241	0.00825797
Ryr3	17.14672714	2.113990516	0.612006749	3.454194776	0.000551939	0.006917291
Gpnmb	980.6788327	2.105257661	0.077190886	27.27339689	8.77E-164	5.97E-160
Gm21738	1565.201239	2.104327856	0.698343726	3.013312468	0.002584127	0.023952937
Cxcl14	941.0052702	2.098469445	0.079842711	26.28254245	3.04E-152	1.38E-148
F5	16.22335711	2.095158926	0.609444181	3.437819235	0.000586419	0.007282307
Prdm11	14.95409661	2.059023122	0.703121037	2.928404947	0.00340706	0.029603323
Piezo2	13.16851775	2.049166945	0.660356754	3.103121052	0.001914913	0.018779001
Anpep	89.56104234	2.042209238	0.22072396	9.252322379	2.20E-20	2.32E-18
Tnr	11.2023122	2.033185165	0.704830551	2.884643921	0.003918566	0.032912258
Lpin3	12.97890355	2.017232984	0.684495941	2.947034251	0.003208377	0.028347957
Cecr2	11.62191866	2.015125333	0.726975179	2.771931408	0.005572478	0.043102703
Nos2	14.02173974	2.011743192	0.654494906	3.073733919	0.002113979	0.020358275
Ranbp3l	236.5699448	2.004562796	0.138663575	14.45630403	2.29E-47	6.91E-45
Tgm2	13.88484749	1.992634277	0.621212684	3.20765227	0.001338232	0.014117361
Kif26b	15.28564083	1.980617728	0.652312297	3.036302913	0.002394986	0.022491038
Espn	11.72516181	1.978269322	0.725196506	2.72790796	0.006373739	0.04743848
Cgn	12.62781806	1.965864738	0.69712236	2.819970855	0.004802801	0.038371616
Adamts4	10.82745104	1.965617572	0.702839686	2.796679829	0.005163067	0.040561816
Eid2	16.85810407	1.961969643	0.57343563	3.421429608	0.000622928	0.007644929
Mroh4	12.92867345	1.959168662	0.71150107	2.753570928	0.0058949	0.044932087
Gm10801	913.5242355	1.956958969	0.64623013	3.028269461	0.002459587	0.023002379
Arhgef17	15.05637305	1.933448793	0.631739148	3.060517621	0.002209548	0.021069725
Ndrg4	367.4981705	1.922108984	0.128066948	15.0086265	6.45E-51	2.19E-48
Dnah10	21.0523377	1.912400329	0.572701908	3.339259574	0.00084002	0.009762903
Pigr	12.0625247	1.905727702	0.673424984	2.829903476	0.004656205	0.037376077
Runx2	29.33092982	1.892595189	0.398140935	4.753581007	2.00E-06	5.00E-05
Evl	80.89829627	1.877387597	0.231286614	8.117147667	4.77E-16	3.84E-14
Zfp334	25.7013249	1.870477447	0.448285356	4.17251517	3.01E-05	0.000577782
Mup11	13.43451497	1.866715188	0.636382264	2.933323718	0.00335354	0.029383146
Fbp1	11.68907856	1.83069608	0.669781154	2.733274992	0.006270795	0.046929155
Zkscan7	22.23324229	1.830597948	0.454504761	4.027676071	5.63E-05	0.001006554
Jag2	12.53812907	1.821780441	0.672185843	2.710233279	0.00672359	0.049581008
Apoa4	17.32882109	1.800355569	0.552321206	3.259616956	0.001115628	0.012214417
Cacna1h	13.22885783	1.8003055	0.659142995	2.731282156	0.006308843	0.047058504
Dixdc1	16.685106	1.793145252	0.570248094	3.144500211	0.001663708	0.016757852
Atp6v0d2	25.35850299	1.782512133	0.426150694	4.182821148	2.88E-05	0.000553756
Serpinc1	21.05693922	1.753767739	0.483430239	3.627757635	0.000285893	0.003970969
Rcan1	825.7438258	1.739970938	0.079201539	21.9689032	5.71E-107	7.06E-104
Slpi	43.84512366	1.728315668	0.341046624	5.067681507	4.03E-07	1.18E-05
Zcwpw1	23.9719995	1.727618639	0.461192573	3.745981051	0.00017969	0.0027362
Col5a1	20.01977336	1.726898142	0.519243732	3.325794871	0.000881668	0.010117462
Muc4	16.99100513	1.71951615	0.619481116	2.775736186	0.005507688	0.042751017
Ppic	82.70632936	1.718257525	0.220175885	7.804022339	6.00E-15	4.43E-13
Zbtb46	14.14160235	1.694574079	0.58974044	2.873423566	0.004060493	0.03372913
Sh2d2a	14.81630239	1.692153665	0.602091472	2.810459447	0.004947082	0.039224738
Adcy2	90.77690568	1.689911968	0.2336483	7.232716715	4.73E-13	2.89E-11
Cfap54	16.31802404	1.68937742	0.557920528	3.027989355	0.002461868	0.023007887
Serpinb6b	52.03694268	1.680316343	0.304012786	5.527123934	3.26E-08	1.13E-06
C4b	16.31041394	1.680158263	0.59724909	2.813161696	0.004905698	0.039010337
Sdc1	156.5308309	1.660560987	0.169176626	9.815546192	9.65E-23	1.20E-20
Stc2	68.50325583	1.622258245	0.2717217	5.970293292	2.37E-09	9.64E-08
Apoc1	14.70963693	1.60041283	0.585818094	2.731927961	0.006296491	0.047032393
Ppp1r12b	285.0694517	1.596910275	0.132804885	12.02448444	2.64E-33	5.10E-31
Slc39a4	15.05562187	1.581907949	0.551947068	2.866050099	0.004156285	0.034315215
Cd48	19.70010228	1.576605989	0.526546273	2.994240143	0.002751293	0.02510878
Platr25	65.21137232	1.571383187	0.25469784	6.169597623	6.85E-10	3.02E-08
Cacna1b	28.1853892	1.568361344	0.489824905	3.201881586	0.001365331	0.014369793
Clec4a3	26.65559818	1.545118056	0.435359211	3.549064812	0.000386602	0.005113826
Layn	34.59883998	1.51518414	0.360081814	4.20788854	2.58E-05	0.000501955
Rnf217	49.30037174	1.507765802	0.302061543	4.991584787	5.99E-07	1.69E-05
Smpdl3a	133.9880826	1.500897398	0.178136122	8.425564576	3.59E-17	3.15E-15
Il13ra2	27.21826852	1.496976453	0.398265044	3.758744273	0.000170768	0.002614985
Cntf	17.98045412	1.493836976	0.533968173	2.79761426	0.005148155	0.040488501
Slc7a4	34.51363473	1.488078901	0.372204051	3.998019089	6.39E-05	0.00112509
Rbp4	32.79253077	1.470613612	0.365246671	4.026357336	5.66E-05	0.001010884
Afap1l1	22.02089649	1.459679902	0.469510514	3.108939755	0.0018776	0.018514579
Kdm5b	32.52284418	1.444726503	0.371542182	3.888458902	0.000100883	0.00166481
Arhgap15	29.09716923	1.437976619	0.385208944	3.732978277	0.000189229	0.002846388
Fbxo15	22.10767869	1.432933936	0.449793469	3.185759763	0.001443744	0.015032186
Hydin	20.56776778	1.420080647	0.492238427	2.884944708	0.003914824	0.032912258
Fga	33.47119907	1.404725879	0.41066162	3.420640771	0.000624738	0.007660222
Tat	21.67757233	1.400601899	0.478468449	2.927260728	0.003419621	0.029674539
Ttr	30.87683283	1.391599792	0.37260045	3.734831219	0.000187841	0.002834921
Eng	30.25799842	1.37795993	0.373330303	3.690994057	0.000223379	0.003248676
Olfml3	75.20336224	1.358929898	0.241066702	5.637153058	1.73E-08	6.34E-07
Serpina1a	26.21329713	1.346170045	0.396303931	3.396812244	0.000681757	0.008229442
Ehhadh	25.41537855	1.343664931	0.461003798	2.914650459	0.003560871	0.030621035
Abtb2	21.0354848	1.335251575	0.46025317	2.901124123	0.003718266	0.03167981
C5ar1	423.4890667	1.325608187	0.12139389	10.91989218	9.26E-28	1.50E-25
Olfr933	44.28280001	1.317793189	0.311133776	4.235455262	2.28E-05	0.000452012
Lama5	26.98122238	1.301042502	0.458298405	2.83885453	0.004527579	0.03662125
Fcgrt	21.28603013	1.294227213	0.456743226	2.833599141	0.004602703	0.037121918
Clec4a2	73.30703122	1.289537092	0.252337648	5.110363447	3.22E-07	9.62E-06
Hpx	41.10326037	1.289433118	0.360026596	3.581494068	0.000341635	0.004627043
Slc22a17	24.618478	1.269276598	0.412460885	3.077325985	0.002088667	0.020157346
Itgb4	22.51367875	1.262084029	0.465546197	2.710974842	0.006708572	0.049497101
Dapk1	183.1955842	1.255666609	0.173463763	7.238783396	4.53E-13	2.79E-11
Cp	53.04262859	1.24062584	0.27038482	4.588370895	4.47E-06	0.000104015
Creb3l2	268.8412647	1.239192502	0.124280441	9.970937457	2.04E-23	2.70E-21
Traf5	27.58237692	1.237803777	0.388355689	3.187294052	0.001436107	0.014987093
Ccl5	39.69690056	1.218004149	0.327371263	3.720559159	0.000198782	0.002955873
Cd36	1462.883772	1.217854141	0.072959824	16.69212001	1.50E-62	8.47E-60
Egr1	191.6208107	1.217798453	0.157390355	7.737440154	1.01E-14	7.34E-13
Cyp4a14	50.58582731	1.214267069	0.302630148	4.012379725	6.01E-05	0.001065674
Col5a3	26.25860762	1.202759888	0.427192697	2.815497308	0.00487018	0.038795966
Igf1	277.9171597	1.193089804	0.127399834	9.364924355	7.61E-21	8.08E-19
Snta1	104.3529214	1.183146648	0.202938758	5.830067466	5.54E-09	2.15E-07
Ccnd2	102.2606687	1.181740575	0.221182487	5.342830679	9.15E-08	2.94E-06
P3h3	38.44124534	1.178715343	0.35483507	3.321868223	0.000894169	0.010234774
Adgrl1	100.6237848	1.178251701	0.20739012	5.681329966	1.34E-08	5.02E-07
Col1a1	27.46652104	1.162738338	0.403906374	2.878732334	0.003992771	0.033390956
Rgs16	202.6165219	1.139718267	0.159735411	7.135038258	9.68E-13	5.80E-11
Ak4	268.1309578	1.139000093	0.14985209	7.600828896	2.94E-14	2.04E-12
Smad6	78.9961538	1.138383133	0.228279831	4.986788045	6.14E-07	1.73E-05
Zfp358	40.16422011	1.134212633	0.333965288	3.396199165	0.000683286	0.008236991
Cldn11	433.3681016	1.124367883	0.119196183	9.43291855	3.99E-21	4.52E-19
Ifi27	633.099479	1.120123548	0.083168767	13.46807934	2.41E-41	5.75E-39
C77080	95.24507518	1.11313705	0.240081069	4.636504896	3.54E-06	8.38E-05
Phyhd1	35.35478758	1.113130783	0.357639698	3.112436309	0.0018555	0.018349888
Itgal	220.4593121	1.10612787	0.138962091	7.959925319	1.72E-15	1.31E-13
Crlf2	72.00656662	1.090579451	0.24382131	4.472863555	7.72E-06	0.000169544
Gda	73.29330898	1.078964944	0.243865383	4.424428472	9.67E-06	0.000208054
Mgst2	97.50118772	1.076587008	0.229063197	4.69995627	2.60E-06	6.39E-05
Fam20c	477.7979108	1.058315751	0.0959962	11.02455878	2.91E-28	4.77E-26
Pdcd4	30.4178801	1.057715371	0.363325188	2.911208488	0.003600337	0.030868462
Stab1	48.22792139	1.049764986	0.311476345	3.37028799	0.000750897	0.008894331
Tmem38b	1469.349339	1.049725612	0.063368128	16.56551411	1.24E-61	6.73E-59
Dgkh	69.70141007	1.047380517	0.25381826	4.126497904	3.68E-05	0.000687987
Hspa1b	46.03683259	1.041156125	0.30773574	3.383279842	0.000716256	0.008551054
Ccr2	45.57585478	1.038924471	0.357293934	2.90775849	0.003640294	0.031171733
Slc5a3	797.8322493	1.031117521	0.079589075	12.95551587	2.19E-38	4.87E-36
Rbpms	83.16572659	1.029098455	0.270792859	3.800316075	0.000144512	0.002277704
Chst1	121.0572892	1.028769924	0.200368893	5.134379423	2.83E-07	8.59E-06
Cyp2e1	68.4811964	1.026639921	0.243731277	4.212179633	2.53E-05	0.000494135
Fgg	29.1442787	1.018423722	0.370772303	2.746763211	0.006018657	0.045442364
Serpina3k	100.4360598	1.017133791	0.212962987	4.776105952	1.79E-06	4.55E-05
Slc37a2	1027.964567	1.012500256	0.070941587	14.27230911	3.26E-46	9.42E-44
Lyz2	43303.33202	1.008624315	0.042160897	23.92321777	1.76E-126	2.99E-123
Sccpdh	39.85007696	1.004865258	0.316742167	3.172502311	0.001511314	0.015557034
Jrkl	49.36353081	1.000619625	0.289788479	3.452931002	0.000554531	0.006930616
Rsad2	341.9771382	-1.005769779	0.120973486	-8.313968729	9.26E-17	7.77E-15
Oas3	1670.165538	-1.006015737	0.071957036	-13.98078337	2.04E-44	5.67E-42
Ppm1e	73.83361922	-1.008706083	0.247616265	-4.073666506	4.63E-05	0.000844696
Mgmt	36.6991393	-1.017972566	0.348581273	-2.920330628	0.003496602	0.030226824
Lgals3bp	2362.303203	-1.018237913	0.061876121	-16.45607215	7.59E-61	3.93E-58
Irf1	137.5405955	-1.01896328	0.164224957	-6.204679849	5.48E-10	2.44E-08
Ube2l6	340.4319102	-1.019688122	0.117978193	-8.643022019	5.47E-18	5.03E-16
Dusp6	297.0194955	-1.021172999	0.116583241	-8.7591749	1.97E-18	1.86E-16
Slc9a3r1	135.4859336	-1.021326926	0.172343769	-5.926102984	3.10E-09	1.24E-07
Mndal	574.5028308	-1.031118788	0.08586003	-12.00929916	3.18E-33	6.00E-31
Ifi203	603.6327863	-1.038251446	0.082738121	-12.54864672	4.04E-36	8.33E-34
Ccdc92	41.51823263	-1.039838376	0.325182516	-3.197706905	0.00138525	0.0145569
Samd9l	725.6776981	-1.042218481	0.080352929	-12.97051014	1.80E-38	4.11E-36
Bbc3	48.08233601	-1.043321534	0.313109168	-3.332133454	0.000861829	0.0099568
Stat2	401.3369722	-1.046947013	0.099221814	-10.55158101	4.99E-26	7.38E-24
Ifi204	242.9068633	-1.047261416	0.156698783	-6.683277289	2.34E-11	1.20E-09
Zbp1	74.30203321	-1.048424764	0.267676041	-3.916767303	8.97E-05	0.001508459
Parp9	703.2430194	-1.048568325	0.082386751	-12.7273902	4.17E-37	8.99E-35
Ifi47	136.8502409	-1.04904323	0.175442017	-5.979429818	2.24E-09	9.23E-08
9930111J21Rik1	61.42914964	-1.053386062	0.25936891	-4.061342829	4.88E-05	0.000882265
Vsig10	35.19613656	-1.061193573	0.345151459	-3.074573622	0.002108037	0.02031544
Trafd1	573.8001397	-1.065029719	0.087272207	-12.20353835	2.98E-34	5.86E-32
Msrb2	32.44854992	-1.067165519	0.389025825	-2.743173976	0.006084844	0.045789544
Ppard	148.3444221	-1.072933255	0.167864383	-6.391667124	1.64E-10	7.77E-09
Klf6	337.3898313	-1.079315431	0.142662498	-7.565516158	3.86E-14	2.64E-12
Col18a1	72.60677508	-1.079933538	0.255449746	-4.227577266	2.36E-05	0.00046688
Prss16	49.33108512	-1.082331652	0.302937185	-3.572792329	0.000353195	0.004750488
Parp10	228.3362541	-1.084371028	0.157543405	-6.882998527	5.86E-12	3.17E-10
Iqsec2	145.5562116	-1.088935791	0.164548858	-6.617704948	3.65E-11	1.83E-09
Jun	256.5836393	-1.090197576	0.280530566	-3.886198899	0.000101826	0.001676309
Ifih1	444.8095826	-1.092278297	0.110996055	-9.840694789	7.52E-23	9.56E-21
Pltp	109.1544577	-1.094404773	0.196427271	-5.571552101	2.52E-08	8.99E-07
Creb5	35.22614214	-1.099284027	0.36370794	-3.022436156	0.00250749	0.023322055
Oas2	943.7989664	-1.104620128	0.073828086	-14.9620583	1.30E-50	4.31E-48
Helz2	1146.434386	-1.112419823	0.073873778	-15.05838548	3.04E-51	1.06E-48
Igtp	249.4140906	-1.114698235	0.129146517	-8.631268304	6.07E-18	5.54E-16
Itga8	31.42190205	-1.116433062	0.397867582	-2.806041788	0.005015419	0.039674034
Epha2	58.87821313	-1.117372532	0.267647463	-4.174792162	2.98E-05	0.000572841
Usp18	1063.101163	-1.125674433	0.068411993	-16.45434362	7.81E-61	3.93E-58
Chchd10	35.19830647	-1.125700366	0.352250535	-3.195737849	0.001394738	0.014621263
Amotl2	47.43863802	-1.127773446	0.312061495	-3.613946179	0.000301572	0.004154784
Ighm	352.1671262	-1.127890204	0.114825115	-9.822678658	8.99E-23	1.13E-20
Rnf213	7595.804812	-1.133176312	0.051253818	-22.1091104	2.58E-108	3.51E-105
Ifi207	1032.480135	-1.138828337	0.072012665	-15.81427841	2.48E-56	1.05E-53
Epsti1	241.4154735	-1.138954095	0.129756545	-8.777623462	1.67E-18	1.59E-16
Eepd1	88.36034261	-1.143590357	0.223611085	-5.114193499	3.15E-07	9.48E-06
Oas1a	643.4780233	-1.152202622	0.09057091	-12.72155294	4.49E-37	9.54E-35
Rtp4	696.0251511	-1.153165333	0.084348542	-13.67143177	1.50E-42	4.01E-40
Slfn5	329.8937524	-1.153660407	0.11062482	-10.42858564	1.84E-25	2.63E-23
Ifi211	39.05509572	-1.154457255	0.31828086	-3.627165182	0.00028655	0.003971974
Dhx58	349.4219947	-1.156759873	0.11610587	-9.962974933	2.21E-23	2.89E-21
Ckb	1306.7202	-1.162368782	0.07260068	-16.01043936	1.08E-57	4.74E-55
Dusp4	308.538709	-1.16370851	0.113299593	-10.27107403	9.51E-25	1.32E-22
Gkap1	50.00607795	-1.166472831	0.297084487	-3.926401013	8.62E-05	0.001461978
Slc24a3	43.76837456	-1.168685329	0.314882652	-3.711494806	0.000206039	0.003051979
Odf3l1	33.19816107	-1.201428604	0.348378862	-3.448626577	0.000563445	0.007035564
Tiam1	207.2772601	-1.203725008	0.155634305	-7.734316743	1.04E-14	7.48E-13
Isg20	71.00826294	-1.207959899	0.258053688	-4.681041015	2.85E-06	6.96E-05
Pml	529.5672175	-1.21470682	0.092042122	-13.19729268	9.09E-40	2.13E-37
Tnik	24.63481163	-1.219645387	0.441935346	-2.759782395	0.005783987	0.044295022
Scd2	2760.856308	-1.220116544	0.052634158	-23.18107835	7.07E-119	1.07E-115
Irgm2	255.4256626	-1.220666147	0.12550638	-9.725929077	2.34E-22	2.86E-20
Trim30a	1352.08516	-1.222448081	0.065474526	-18.67059081	8.59E-78	6.49E-75
Phf11b	114.5221241	-1.222903015	0.195731094	-6.247872989	4.16E-10	1.87E-08
Nptxr	53.57676339	-1.230454492	0.28438222	-4.32676309	1.51E-05	0.000314138
Xaf1	231.9684527	-1.233862423	0.154740702	-7.973741918	1.54E-15	1.18E-13
Gvin1	27.42138834	-1.240305033	0.412558463	-3.006373991	0.002643836	0.024356967
Nsd1	96.1676282	-1.251169292	0.208921096	-5.988716879	2.12E-09	8.80E-08
Nid2	40.00484695	-1.255909174	0.373931456	-3.358661473	0.000783209	0.009228841
Parp14	1305.233503	-1.256883181	0.062878968	-19.98892835	6.88E-89	6.68E-86
Irgm1	1074.752776	-1.267160994	0.067515436	-18.76846342	1.37E-78	1.09E-75
Themis2	406.6087531	-1.27260989	0.113817024	-11.18119101	5.04E-29	8.46E-27
