gene_id	fujiabin-LncRNA-T.bam	fujiabin-LncRNA-N.bam
ENSG00000241882	0	0
ENSG00000241884	6	0
ENSG00000241886	0	0
ENSG00000241888	0	0
ENSG00000241889	0	0
ENSG00000241890	9	7
ENSG00000241891	0	0
ENSG00000241899	0	0
ENSG00000241905	0	0
ENSG00000241907	47	44
ENSG00000241911	0	0
ENSG00000241912	0	0
ENSG00000241913	0	0
ENSG00000241917	1	0
ENSG00000241921	0	0
ENSG00000241923	0	0
ENSG00000241926	2	0
ENSG00000241929	0	0
ENSG00000241932	0	0
ENSG00000241933	0	0
ENSG00000241935	3	70
ENSG00000241939	0	0
ENSG00000241941	0	2
ENSG00000241942	0	0
ENSG00000241943	2	24
ENSG00000241945	0	0
ENSG00000241946	0	0
ENSG00000241947	0	0
ENSG00000241950	1	0
ENSG00000241954	13	3
ENSG00000241956	0	0
ENSG00000241959	0	0
ENSG00000241961	0	0
ENSG00000241962	368	132
ENSG00000241963	0	0
ENSG00000241964	0	1
ENSG00000241965	0	0
ENSG00000241973	122	83
ENSG00000241975	0	0
ENSG00000241978	0	0
ENSG00000241981	13	5
ENSG00000241983	2	0
ENSG00000241984	19	28
ENSG00000241985	0	0
ENSG00000241990	0	0
ENSG00000241991	18	5
ENSG00000241992	0	0
ENSG00000241993	0	0
ENSG00000241997	0	4
ENSG00000242001	0	0
ENSG00000242009	0	0
ENSG00000242012	11	0
ENSG00000242014	0	0
ENSG00000242017	0	0
ENSG00000242019	0	0
ENSG00000242020	0	0
ENSG00000242021	0	0
ENSG00000242028	3	7
ENSG00000242029	0	0
ENSG00000242034	13	0
ENSG00000242036	0	0
ENSG00000242041	0	0
ENSG00000242042	0	0
ENSG00000242048	81	27
ENSG00000242049	0	0
ENSG00000242052	0	0
ENSG00000242058	0	0
ENSG00000242060	0	0
ENSG00000242061	0	0
ENSG00000242062	0	8
ENSG00000242065	0	0
ENSG00000242066	0	0
ENSG00000242067	0	0
ENSG00000242068	0	0
ENSG00000242070	0	0
ENSG00000242071	4	28
ENSG00000242072	0	0
ENSG00000242073	0	0
ENSG00000242076	0	0
ENSG00000242078	0	0
ENSG00000242079	0	0
ENSG00000242080	0	0
ENSG00000242082	41	11
ENSG00000242083	3	10
ENSG00000242085	0	0
ENSG00000242086	0	0
ENSG00000242087	86	4
ENSG00000242088	0	0
ENSG00000242094	0	0
ENSG00000242097	238	0
ENSG00000242100	108	49
ENSG00000242101	0	0
ENSG00000242102	0	0
ENSG00000242103	0	0
ENSG00000242104	0	0
ENSG00000242107	1	0
ENSG00000242109	0	0
ENSG00000242110	0	0
ENSG00000242111	0	0
ENSG00000242113	0	0
ENSG00000242114	0	0
ENSG00000242118	0	0
ENSG00000242119	0	0
ENSG00000242120	0	0
ENSG00000242121	0	0
ENSG00000242123	0	0
ENSG00000242125	0	0
ENSG00000242134	0	0
ENSG00000242135	0	1
ENSG00000242136	1	0
ENSG00000242137	0	4
ENSG00000242140	0	0
ENSG00000242142	0	0
ENSG00000242145	0	0
ENSG00000242147	0	4
ENSG00000242151	0	0
ENSG00000242152	0	0
ENSG00000242153	0	0
ENSG00000242154	98	33
ENSG00000242156	0	0
ENSG00000242158	0	0
ENSG00000242159	0	0
ENSG00000242162	0	0
ENSG00000242163	0	0
ENSG00000242165	0	0
ENSG00000242169	0	0
ENSG00000242170	0	0
ENSG00000242173	7	10
ENSG00000242175	0	0
ENSG00000242176	0	2
ENSG00000242178	0	0
ENSG00000242180	0	0
ENSG00000242182	0	0
ENSG00000242186	0	0
ENSG00000242190	2	2
ENSG00000242193	0	1
ENSG00000242195	0	0
ENSG00000242197	5	0
ENSG00000242198	8	13
ENSG00000242199	18	2
ENSG00000242201	0	0
ENSG00000242206	0	0
ENSG00000242207	0	0
ENSG00000242208	0	0
ENSG00000242209	0	0
ENSG00000242214	0	0
ENSG00000242216	0	0
ENSG00000242220	0	0
ENSG00000242221	4	0
ENSG00000242222	1	0
ENSG00000242229	0	0
ENSG00000242236	5	4
ENSG00000242241	11	10
ENSG00000242242	0	0
ENSG00000242244	0	1
ENSG00000242246	0	0
ENSG00000242247	2	2
ENSG00000242248	0	0
ENSG00000242251	0	0
ENSG00000242252	6	1
ENSG00000242255	0	0
ENSG00000242256	0	0
ENSG00000242258	0	0
ENSG00000242259	11	27
ENSG00000242261	303	223
ENSG00000242262	4	1
ENSG00000242265	0	6
ENSG00000242266	0	0
ENSG00000242267	0	5
ENSG00000242268	0	0
ENSG00000242272	0	0
ENSG00000242276	0	0
ENSG00000242278	0	0
ENSG00000242279	0	0
ENSG00000242280	0	0
ENSG00000242281	0	0
ENSG00000242282	2	0
ENSG00000242285	0	1
ENSG00000242288	0	0
ENSG00000242290	225	547
ENSG00000242291	0	0
ENSG00000242292	0	0
ENSG00000242293	0	0
ENSG00000242294	0	0
ENSG00000242295	0	0
ENSG00000242296	1	1
ENSG00000242299	98	115
ENSG00000242307	2	0
ENSG00000242308	0	0
ENSG00000242314	2	10
ENSG00000242315	0	0
ENSG00000242317	0	0
ENSG00000242318	0	0
ENSG00000242320	0	0
ENSG00000242321	1	2
ENSG00000242324	4	6
ENSG00000242325	14	5
ENSG00000242326	0	0
ENSG00000242327	9	0
ENSG00000242329	2	4
ENSG00000242330	0	0
ENSG00000242337	0	0
ENSG00000242338	1	0
ENSG00000242339	0	0
ENSG00000242341	6	5
ENSG00000242348	0	0
ENSG00000242349	0	0
ENSG00000242352	0	1
ENSG00000242353	0	0
ENSG00000242358	35	31
ENSG00000242360	0	0
ENSG00000242362	0	0
ENSG00000242364	0	0
ENSG00000242365	0	0
ENSG00000242366	1	1
ENSG00000242370	0	0
ENSG00000242371	0	0
ENSG00000242372	6	1
ENSG00000242375	0	0
ENSG00000242381	0	0
ENSG00000242385	0	0
ENSG00000242387	0	0
ENSG00000242389	0	0
ENSG00000242390	0	0
ENSG00000242391	4	0
ENSG00000242393	0	0
ENSG00000242396	422	20
ENSG00000242398	0	0
ENSG00000242399	0	0
ENSG00000242405	0	0
ENSG00000242407	0	0
ENSG00000242411	0	0
ENSG00000242412	0	0
ENSG00000242417	0	0
ENSG00000242419	8	1
ENSG00000242423	0	0
ENSG00000242428	23	4
ENSG00000242430	0	0
ENSG00000242431	46	0
ENSG00000242435	0	0
ENSG00000242436	0	0
ENSG00000242439	3	0
ENSG00000242440	0	0
ENSG00000242441	0	1
ENSG00000242444	1	0
ENSG00000242445	11	0
ENSG00000242456	0	0
ENSG00000242457	63	19
ENSG00000242461	0	0
ENSG00000242472	0	0
ENSG00000242473	0	0
ENSG00000242474	0	0
ENSG00000242477	0	0
ENSG00000242479	82	73
ENSG00000242482	0	5
ENSG00000242483	0	0
ENSG00000242485	73	22
ENSG00000242488	31	7
ENSG00000242493	0	0
ENSG00000242498	2	0
ENSG00000242507	12	20
ENSG00000242509	0	0
ENSG00000242510	19	8
ENSG00000242512	0	0
ENSG00000242515	0	0
ENSG00000242516	5	5
ENSG00000242520	1	0
ENSG00000242522	44	0
ENSG00000242524	0	0
ENSG00000242525	0	0
ENSG00000242527	0	3
ENSG00000242529	0	0
ENSG00000242531	20	8
ENSG00000242534	0	0
ENSG00000242536	0	0
ENSG00000242537	0	0
ENSG00000242539	627	139
ENSG00000242540	0	0
ENSG00000242545	8	0
ENSG00000242547	0	0
ENSG00000242550	0	0
ENSG00000242551	0	0
ENSG00000242552	0	0
ENSG00000242553	81	34
ENSG00000242559	0	0
ENSG00000242560	0	0
ENSG00000242561	0	0
ENSG00000242562	0	0
ENSG00000242565	0	0
ENSG00000242568	0	0
ENSG00000242571	0	0
ENSG00000242573	0	1
ENSG00000242574	0	0
ENSG00000242575	123	0
ENSG00000242578	0	0
ENSG00000242580	0	0
ENSG00000242583	0	0
ENSG00000242586	0	0
ENSG00000242588	0	0
ENSG00000242590	0	0
ENSG00000242593	0	2
ENSG00000242595	30	15
ENSG00000242598	0	0
ENSG00000242599	0	0
ENSG00000242600	0	0
ENSG00000242602	102	80
ENSG00000242607	1	1
ENSG00000242608	0	0
ENSG00000242609	0	0
ENSG00000242610	0	0
ENSG00000242611	0	0
ENSG00000242612	0	0
ENSG00000242613	0	0
ENSG00000242614	0	0
ENSG00000242615	1	0
ENSG00000242616	0	0
ENSG00000242618	0	0
ENSG00000242622	7	0
ENSG00000242628	108	28
ENSG00000242634	27	14
ENSG00000242635	0	0
ENSG00000242636	0	0
ENSG00000242638	0	0
ENSG00000242640	0	0
ENSG00000242641	0	0
ENSG00000242650	0	0
ENSG00000242651	36	2
ENSG00000242653	0	0
ENSG00000242654	0	0
ENSG00000242657	0	0
ENSG00000242659	24	13
ENSG00000242660	0	0
ENSG00000242661	0	0
ENSG00000242667	0	0
ENSG00000242668	0	0
ENSG00000242670	0	0
ENSG00000242671	0	0
ENSG00000242673	0	0
ENSG00000242675	0	0
ENSG00000242683	0	2
ENSG00000242686	1	0
ENSG00000242687	620	241
ENSG00000242688	0	0
ENSG00000242689	0	0
ENSG00000242692	0	0
ENSG00000242696	0	0
ENSG00000242697	0	0
ENSG00000242699	0	0
ENSG00000242703	4	1
ENSG00000242705	0	0
ENSG00000242706	25	1
ENSG00000242707	0	0
ENSG00000242709	0	0
ENSG00000242715	0	5
ENSG00000242719	7	18
ENSG00000242727	0	0
ENSG00000242728	0	0
ENSG00000242729	0	0
ENSG00000242731	2	0
ENSG00000242732	115	117
ENSG00000242735	0	0
ENSG00000242736	0	0
ENSG00000242737	0	0
ENSG00000242741	0	0
ENSG00000242747	2	0
ENSG00000242748	10	14
ENSG00000242752	1	0
ENSG00000242753	0	0
ENSG00000242756	0	0
ENSG00000242757	0	0
ENSG00000242759	0	0
ENSG00000242764	0	0
ENSG00000242766	0	0
ENSG00000242767	31	22
ENSG00000242768	0	0
ENSG00000242769	0	0
ENSG00000242770	0	0
ENSG00000242771	0	0
ENSG00000242775	0	0
ENSG00000242779	0	0
ENSG00000242781	0	0
ENSG00000242790	0	8
ENSG00000242791	0	0
ENSG00000242793	0	0
ENSG00000242794	0	0
ENSG00000242795	0	0
ENSG00000242797	105	61
ENSG00000242798	2	3
ENSG00000242802	2	29
ENSG00000242807	0	0
ENSG00000242808	0	1
ENSG00000242810	0	0
ENSG00000242811	0	0
ENSG00000242814	0	0
ENSG00000242816	0	0
ENSG00000242818	0	0
ENSG00000242828	0	0
ENSG00000242829	0	0
ENSG00000242834	0	0
ENSG00000242836	0	0
ENSG00000242837	0	0
ENSG00000242841	0	0
ENSG00000242849	0	4
ENSG00000242850	0	0
ENSG00000242852	0	2
ENSG00000242853	0	0
ENSG00000242854	0	0
ENSG00000242855	0	0
ENSG00000242856	0	0
ENSG00000242858	0	0
ENSG00000242860	0	0
ENSG00000242861	48	22
ENSG00000242863	0	0
ENSG00000242865	0	0
ENSG00000242866	25	0
ENSG00000242875	0	0
ENSG00000242876	0	0
ENSG00000242879	0	0
ENSG00000242880	0	0
ENSG00000242882	28	13
ENSG00000242887	0	0
ENSG00000242888	58	1
ENSG00000242889	0	0
ENSG00000242893	41	10
ENSG00000242894	0	0
ENSG00000242899	0	0
ENSG00000242902	29	7407
ENSG00000242908	30	4
ENSG00000242911	0	0
ENSG00000242912	0	0
ENSG00000242915	0	0
ENSG00000242922	0	0
ENSG00000242925	1	1
ENSG00000242928	0	0
ENSG00000242931	0	0
ENSG00000242936	0	0
ENSG00000242941	0	1
ENSG00000242943	0	0
ENSG00000242945	0	0
ENSG00000242948	0	0
ENSG00000242950	176	392
ENSG00000242951	36	10
ENSG00000242952	1	0
ENSG00000242953	0	0
ENSG00000242958	16	31
ENSG00000242960	0	0
ENSG00000242963	0	0
ENSG00000242968	0	0
ENSG00000242970	4	4
ENSG00000242971	0	0
ENSG00000242973	5	1
ENSG00000242976	0	0
ENSG00000242978	0	0
ENSG00000242979	0	0
ENSG00000242983	0	0
ENSG00000242985	0	0
ENSG00000242986	0	0
ENSG00000242989	0	0
ENSG00000242990	0	0
ENSG00000242991	0	0
ENSG00000242992	117	123
ENSG00000242993	1	0
ENSG00000242995	1	0
ENSG00000242998	0	0
ENSG00000242999	21	24
ENSG00000243004	39	33
ENSG00000243005	0	0
ENSG00000243007	0	0
ENSG00000243008	0	0
ENSG00000243011	0	0
ENSG00000243012	0	0
ENSG00000243014	0	0
ENSG00000243015	0	0
ENSG00000243016	0	0
ENSG00000243018	0	2
ENSG00000243020	1	0
ENSG00000243022	2	8
ENSG00000243023	1	0
ENSG00000243024	38	0
ENSG00000243025	0	1
ENSG00000243027	1	0
ENSG00000243029	1	3
ENSG00000243033	2	0
ENSG00000243035	0	0
ENSG00000243038	3	1
ENSG00000243040	0	0
ENSG00000243044	0	0
ENSG00000243048	0	0
ENSG00000243049	0	0
ENSG00000243050	0	0
ENSG00000243051	0	0
ENSG00000243053	33	19
ENSG00000243055	76	109
ENSG00000243056	1	17
ENSG00000243058	0	0
ENSG00000243059	0	0
ENSG00000243062	0	0
ENSG00000243063	0	0
ENSG00000243064	0	1
ENSG00000243066	0	1
ENSG00000243069	0	0
ENSG00000243071	0	0
ENSG00000243072	0	0
ENSG00000243073	0	0
ENSG00000243075	0	0
ENSG00000243081	1	0
ENSG00000243083	0	0
ENSG00000243085	0	0
ENSG00000243089	0	0
ENSG00000243094	0	0
ENSG00000243095	0	0
ENSG00000243099	0	0
ENSG00000243101	0	0
ENSG00000243103	0	0
ENSG00000243104	0	8
ENSG00000243107	0	0
ENSG00000243115	0	0
ENSG00000243116	0	0
ENSG00000243122	0	6
ENSG00000243124	0	0
ENSG00000243125	0	0
ENSG00000243129	0	0
ENSG00000243130	35	0
ENSG00000243135	0	0
ENSG00000243136	0	0
ENSG00000243137	34	2
ENSG00000243141	0	0
ENSG00000243144	1	0
ENSG00000243147	6	16
ENSG00000243149	0	0
ENSG00000243150	39	32
ENSG00000243154	0	0
ENSG00000243155	19	11
ENSG00000243156	6	4
ENSG00000243160	0	0
ENSG00000243164	0	0
ENSG00000243165	0	0
ENSG00000243167	0	0
ENSG00000243171	0	0
ENSG00000243173	0	0
ENSG00000243175	2	0
ENSG00000243176	1	0
ENSG00000243179	0	0
ENSG00000243181	0	0
ENSG00000243187	3	41
ENSG00000243188	0	0
ENSG00000243193	4	28
ENSG00000243195	0	0
ENSG00000243197	2	1
ENSG00000243199	0	0
ENSG00000243207	0	0
ENSG00000243220	0	0
ENSG00000243224	0	11
ENSG00000243225	0	0
ENSG00000243227	5	2
ENSG00000243230	46	22
ENSG00000243232	0	0
ENSG00000243234	0	0
ENSG00000243236	0	0
ENSG00000243238	0	0
ENSG00000243243	86	28
ENSG00000243244	0	0
ENSG00000243250	86	38
ENSG00000243254	27	10
ENSG00000243256	0	2
ENSG00000243257	0	1
ENSG00000243260	0	0
ENSG00000243264	0	0
ENSG00000243265	10	0
ENSG00000243267	0	0
ENSG00000243273	0	0
ENSG00000243274	0	0
ENSG00000243276	0	0
ENSG00000243279	16	2
ENSG00000243280	0	0
ENSG00000243284	18	2
ENSG00000243287	0	0
ENSG00000243289	0	0
ENSG00000243290	0	0
ENSG00000243295	0	0
ENSG00000243296	0	0
ENSG00000243297	3	1
ENSG00000243302	0	2
ENSG00000243303	15	8
ENSG00000243304	7	0
ENSG00000243305	147	343
ENSG00000243307	11	21
ENSG00000243312	0	0
ENSG00000243313	33	43
ENSG00000243314	0	0
ENSG00000243316	0	0
ENSG00000243317	4	2
ENSG00000243319	0	0
ENSG00000243321	0	5
ENSG00000243323	0	0
ENSG00000243328	0	0
ENSG00000243333	1	10
ENSG00000243335	6	2
ENSG00000243338	9	0
ENSG00000243339	0	1
ENSG00000243345	0	0
ENSG00000243346	0	0
ENSG00000243347	0	0
ENSG00000243349	0	5
ENSG00000243352	0	0
ENSG00000243353	0	0
ENSG00000243355	0	0
ENSG00000243359	6	0
ENSG00000243364	0	1
ENSG00000243365	0	0
ENSG00000243366	1	0
ENSG00000243368	57	22
ENSG00000243370	0	0
ENSG00000243373	0	0
ENSG00000243374	0	0
ENSG00000243378	3	0
ENSG00000243383	1	4
ENSG00000243384	11	220
ENSG00000243385	0	0
ENSG00000243388	0	0
ENSG00000243389	0	0
ENSG00000243396	2	4
ENSG00000243398	0	0
ENSG00000243402	49	9
ENSG00000243403	0	0
ENSG00000243404	27	14
ENSG00000243406	4	0
ENSG00000243410	14	5
ENSG00000243414	0	2
ENSG00000243415	15	3
ENSG00000243417	2	0
ENSG00000243420	0	0
ENSG00000243422	0	0
ENSG00000243423	3	3
ENSG00000243424	0	0
ENSG00000243426	0	0
ENSG00000243429	0	0
ENSG00000243431	42	30
ENSG00000243433	21	17
ENSG00000243437	20	26
ENSG00000243438	0	0
ENSG00000243439	0	1
ENSG00000243440	0	0
ENSG00000243444	0	0
ENSG00000243445	0	0
ENSG00000243446	0	0
ENSG00000243449	0	1
ENSG00000243455	0	4
ENSG00000243466	0	0
ENSG00000243468	1	3
ENSG00000243469	0	0
ENSG00000243477	2	0
ENSG00000243478	49	0
ENSG00000243479	0	0
ENSG00000243480	0	0
ENSG00000243483	0	1
ENSG00000243485	0	0
ENSG00000243486	1	0
ENSG00000243488	0	0
ENSG00000243489	0	0
ENSG00000243491	1	0
ENSG00000243494	0	0
ENSG00000243495	0	0
ENSG00000243498	10	1
ENSG00000243499	0	0
ENSG00000243501	0	0
ENSG00000243503	0	0
ENSG00000243504	0	0
ENSG00000243505	0	0
ENSG00000243507	0	0
ENSG00000243508	0	0
ENSG00000243509	0	0
ENSG00000243510	0	0
ENSG00000243514	0	0
ENSG00000243516	0	0
ENSG00000243517	0	0
ENSG00000243518	0	0
ENSG00000243519	1	6
ENSG00000243521	1	0
ENSG00000243531	0	0
ENSG00000243532	0	0
ENSG00000243537	0	0
ENSG00000243538	0	0
ENSG00000243539	0	0
ENSG00000243541	0	0
ENSG00000243543	0	0
ENSG00000243544	0	0
ENSG00000243546	1	7
ENSG00000243547	0	0
ENSG00000243548	0	0
ENSG00000243549	0	0
ENSG00000243550	0	0
ENSG00000243554	0	0
ENSG00000243560	0	0
ENSG00000243562	0	0
ENSG00000243566	0	0
ENSG00000243568	0	0
ENSG00000243572	0	0
ENSG00000243574	0	0
ENSG00000243581	0	0
ENSG00000243584	0	0
ENSG00000243591	0	0
ENSG00000243592	0	0
ENSG00000243593	0	0
ENSG00000243596	0	0
ENSG00000243601	10	36
ENSG00000243607	3	12
ENSG00000243609	0	0
ENSG00000243613	5	38
ENSG00000243620	0	0
ENSG00000243621	36	36
ENSG00000243627	0	0
ENSG00000243629	20	3
ENSG00000243633	0	0
ENSG00000243635	1	0
ENSG00000243636	0	0
ENSG00000243641	0	4
ENSG00000243642	0	0
ENSG00000243643	0	0
ENSG00000243646	0	0
ENSG00000243648	0	0
ENSG00000243649	0	0
ENSG00000243650	0	0
ENSG00000243655	0	0
ENSG00000243658	31	15
ENSG00000243659	0	2
ENSG00000243660	5	12
ENSG00000243661	0	0
ENSG00000243663	0	2
ENSG00000243664	0	0
ENSG00000243667	0	0
ENSG00000243669	0	4
ENSG00000243671	0	0
ENSG00000243672	0	0
ENSG00000243674	0	0
ENSG00000243675	0	0
ENSG00000243678	0	5
ENSG00000243679	0	0
ENSG00000243680	1	0
ENSG00000243686	0	0
ENSG00000243687	28	30
ENSG00000243694	0	0
ENSG00000243695	0	0
ENSG00000243696	0	2
ENSG00000243697	0	5
ENSG00000243700	0	0
ENSG00000243701	92	0
ENSG00000243702	0	0
ENSG00000243704	0	0
ENSG00000243705	11	1
ENSG00000243708	0	0
ENSG00000243709	0	0
ENSG00000243710	59	25
ENSG00000243711	1	1
ENSG00000243715	39	76
ENSG00000243716	0	0
ENSG00000243720	0	0
ENSG00000243721	0	0
ENSG00000243723	0	0
ENSG00000243725	0	1
ENSG00000243729	0	0
ENSG00000243730	0	0
ENSG00000243733	0	0
ENSG00000243738	0	0
ENSG00000243742	0	0
ENSG00000243744	0	0
ENSG00000243746	0	0
ENSG00000243749	0	0
ENSG00000243753	0	0
ENSG00000243758	0	0
ENSG00000243759	2	0
ENSG00000243761	0	0
ENSG00000243762	186	174
ENSG00000243766	0	0
ENSG00000243770	0	0
ENSG00000243771	0	0
ENSG00000243772	0	0
ENSG00000243775	0	0
ENSG00000243777	0	0
ENSG00000243779	0	0
ENSG00000243780	0	0
ENSG00000243781	0	0
ENSG00000243782	0	0
ENSG00000243789	0	0
ENSG00000243792	0	0
ENSG00000243794	0	0
ENSG00000243795	1	3
ENSG00000243797	5	50
ENSG00000243799	0	73
ENSG00000243801	0	0
ENSG00000243802	0	3
ENSG00000243806	0	0
ENSG00000243810	0	10
ENSG00000243811	0	0
ENSG00000243813	0	0
ENSG00000243817	4	0
ENSG00000243818	0	0
ENSG00000243819	0	1
ENSG00000243822	0	0
ENSG00000243824	0	3
ENSG00000243828	0	0
ENSG00000243829	4	10
ENSG00000243830	0	0
ENSG00000243831	0	0
ENSG00000243832	0	0
ENSG00000243836	6	1
ENSG00000243838	2	2
ENSG00000243844	0	0
ENSG00000243845	0	0
ENSG00000243847	1	0
ENSG00000243849	115	49
ENSG00000243853	0	0
ENSG00000243854	0	0
ENSG00000243855	0	0
ENSG00000243856	0	0
ENSG00000243859	0	0
ENSG00000243861	0	0
ENSG00000243864	0	0
ENSG00000243870	0	0
ENSG00000243871	8	1
ENSG00000243872	0	0
ENSG00000243873	0	0
ENSG00000243877	0	0
ENSG00000243883	1	0
ENSG00000243885	0	0
ENSG00000243886	0	0
ENSG00000243888	0	0
ENSG00000243889	0	0
ENSG00000243894	0	0
ENSG00000243896	0	0
ENSG00000243900	0	0
ENSG00000243902	0	0
ENSG00000243903	0	0
ENSG00000243904	0	0
ENSG00000243905	0	0
ENSG00000243910	79	5
ENSG00000243911	0	0
ENSG00000243914	0	0
ENSG00000243915	0	0
ENSG00000243916	0	0
ENSG00000243918	0	0
ENSG00000243920	0	0
ENSG00000243925	0	0
ENSG00000243926	0	0
ENSG00000243927	0	0
ENSG00000243929	0	0
ENSG00000243930	0	0
ENSG00000243939	0	0
ENSG00000243943	0	1
ENSG00000243944	32	2
ENSG00000243945	0	0
ENSG00000243951	0	0
ENSG00000243953	0	0
ENSG00000243954	0	0
ENSG00000243955	0	0
ENSG00000243957	0	0
ENSG00000243959	12	0
ENSG00000243960	0	0
ENSG00000243961	0	0
ENSG00000243964	0	0
ENSG00000243967	0	0
ENSG00000243968	0	0
ENSG00000243969	0	0
ENSG00000243970	0	0
ENSG00000243974	0	0
ENSG00000243976	0	0
ENSG00000243977	0	2
ENSG00000243978	0	0
ENSG00000243979	5	0
ENSG00000243980	0	0
ENSG00000243981	0	0
ENSG00000243986	0	0
ENSG00000243988	0	0
ENSG00000243989	0	6
ENSG00000243991	0	0
ENSG00000243995	0	0
ENSG00000244000	0	0
ENSG00000244002	0	0
ENSG00000244003	0	0
ENSG00000244004	0	0
ENSG00000244005	0	0
ENSG00000244006	0	0
ENSG00000244009	0	0
ENSG00000244018	0	0
ENSG00000244019	0	0
ENSG00000244020	0	0
ENSG00000244021	2	2
ENSG00000244024	0	0
ENSG00000244025	0	0
ENSG00000244026	0	0
ENSG00000244031	0	0
ENSG00000244033	0	0
ENSG00000244034	0	0
ENSG00000244036	32	43
ENSG00000244038	64	50
ENSG00000244039	0	0
ENSG00000244040	4	11
ENSG00000244041	11	18
ENSG00000244043	0	0
ENSG00000244044	0	0
ENSG00000244045	0	0
ENSG00000244048	0	0
ENSG00000244050	32	30
ENSG00000244052	17	15
ENSG00000244053	0	0
ENSG00000244055	186	67
ENSG00000244056	1	4
ENSG00000244057	0	0
ENSG00000244060	31	16
ENSG00000244061	0	0
ENSG00000244062	0	0
ENSG00000244063	0	0
ENSG00000244065	0	0
ENSG00000244066	0	0
ENSG00000244067	0	0
ENSG00000244071	1	0
ENSG00000244073	47	33
ENSG00000244076	0	0
ENSG00000244080	0	0
ENSG00000244081	0	0
ENSG00000244083	0	0
ENSG00000244086	1	0
ENSG00000244088	0	0
ENSG00000244089	0	0
ENSG00000244091	0	0
ENSG00000244094	0	0
ENSG00000244097	0	0
ENSG00000244099	0	0
ENSG00000244101	22	11
ENSG00000244104	0	0
ENSG00000244107	1	0
ENSG00000244112	0	0
ENSG00000244113	10	1
ENSG00000244115	0	0
ENSG00000244116	0	0
ENSG00000244119	4	0
ENSG00000244122	0	0
ENSG00000244124	112	60
ENSG00000244125	0	0
ENSG00000244128	0	0
ENSG00000244130	0	0
ENSG00000244131	0	0
ENSG00000244134	61	26
ENSG00000244137	0	0
ENSG00000244139	0	0
ENSG00000244142	0	0
ENSG00000244144	0	0
ENSG00000244146	0	0
ENSG00000244151	505	219
ENSG00000244153	0	0
ENSG00000244155	0	0
ENSG00000244157	0	0
ENSG00000244158	0	0
ENSG00000244159	178	0
ENSG00000244161	2531	350
ENSG00000244165	229	436
ENSG00000244167	0	0
ENSG00000244169	0	0
ENSG00000244171	0	0
ENSG00000244176	0	0
ENSG00000244183	0	0
ENSG00000244184	0	0
ENSG00000244187	1	1
ENSG00000244192	0	0
ENSG00000244193	0	0
ENSG00000244194	0	0
ENSG00000244196	0	0
ENSG00000244197	0	0
ENSG00000244198	0	0
ENSG00000244199	0	0
ENSG00000244203	172	75
ENSG00000244213	0	0
ENSG00000244215	0	0
ENSG00000244217	6	2
ENSG00000244218	0	0
ENSG00000244219	0	0
ENSG00000244222	0	0
ENSG00000244226	88	25
ENSG00000244227	0	0
ENSG00000244229	42	31
ENSG00000244230	0	0
ENSG00000244231	0	0
ENSG00000244232	0	0
ENSG00000244234	0	0
ENSG00000244235	0	0
ENSG00000244236	1	0
ENSG00000244237	0	0
ENSG00000244239	0	0
ENSG00000244242	0	0
ENSG00000244244	1	0
ENSG00000244245	0	0
ENSG00000244246	0	0
ENSG00000244247	0	0
ENSG00000244249	0	0
ENSG00000244251	0	1
ENSG00000244253	0	0
ENSG00000244255	0	0
ENSG00000244256	0	0
ENSG00000244257	0	0
ENSG00000244259	0	0
ENSG00000244260	0	9
ENSG00000244264	0	0
ENSG00000244265	327	90
ENSG00000244266	0	0
ENSG00000244267	0	0
ENSG00000244268	9	0
ENSG00000244270	0	0
ENSG00000244273	0	0
ENSG00000244274	0	16
ENSG00000244278	0	0
ENSG00000244280	0	0
ENSG00000244281	0	0
ENSG00000244283	0	0
ENSG00000244286	228	8
ENSG00000244289	0	0
ENSG00000244292	0	0
ENSG00000244294	0	0
ENSG00000244295	0	0
ENSG00000244296	1	1
ENSG00000244297	0	0
ENSG00000244300	4	0
ENSG00000244301	35	0
ENSG00000244302	0	23
ENSG00000244306	0	0
ENSG00000244307	2	10
ENSG00000244308	6	1
ENSG00000244310	0	0
ENSG00000244313	1	1
ENSG00000244314	0	0
ENSG00000244318	0	0
ENSG00000244321	0	0
ENSG00000244326	0	0
ENSG00000244327	0	0
ENSG00000244328	0	0
ENSG00000244329	0	0
ENSG00000244331	0	0
ENSG00000244332	0	0
ENSG00000244335	0	0
ENSG00000244337	0	0
ENSG00000244342	0	0
ENSG00000244345	0	0
ENSG00000244346	0	0
ENSG00000244349	0	0
ENSG00000244355	0	0
ENSG00000244356	0	0
ENSG00000244357	0	0
ENSG00000244358	0	0
ENSG00000244361	0	0
ENSG00000244362	0	0
ENSG00000244363	0	0
ENSG00000244371	6	5
ENSG00000244372	0	0
ENSG00000244376	0	0
ENSG00000244378	5	2
ENSG00000244380	108	72
ENSG00000244381	0	0
ENSG00000244383	90	4
ENSG00000244384	0	0
ENSG00000244389	0	0
ENSG00000244390	0	0
ENSG00000244391	4	14
ENSG00000244392	0	0
ENSG00000244395	0	0
ENSG00000244398	0	0
ENSG00000244399	0	0
ENSG00000244400	0	0
ENSG00000244402	0	0
ENSG00000244404	0	0
ENSG00000244405	3	1
ENSG00000244411	0	0
ENSG00000244413	0	0
ENSG00000244414	0	0
ENSG00000244422	0	0
